source_id,target_id,edge_type,timestamp,weight
PH_0363,PH_0916,CALLED,2024-01-30T00:13:17Z,2062
PH_0055,PH_0041,CALLED,2023-04-21T15:52:36Z,1991
PH_0679,PH_0956,CALLED,2024-06-20T09:21:56Z,2535
PER_0822,ACC_1060,OWNS,,
PER_0627,VEH_0614,OWNS,,
PH_0823,PH_1008,CALLED,2026-02-20T11:15:50Z,2251
PER_0460,PH_0371,OWNS,,
PER_0424,PH_1284,OWNS,,
PH_0295,PH_0462,CALLED,2024-04-18T18:06:18Z,1066
ACC_0282,ACC_0414,TRANSACTED_WITH,2024-07-21T15:55:05Z,822769.97
PER_0234,LOC_0002,ASSOCIATED_WITH,,
PH_1366,PH_1176,CALLED,2023-06-26T19:23:14Z,294
PER_0032,PH_1176,OWNS,,
ACC_0068,ACC_1091,TRANSACTED_WITH,2025-06-18T11:40:05Z,2035826.32
PER_0251,PH_0258,OWNS,,
PER_0801,ACC_0773,OWNS,,
ACC_0102,ACC_0968,TRANSACTED_WITH,2025-09-18T21:24:34Z,1766226.56
ACC_1080,ACC_0694,TRANSACTED_WITH,2025-09-08T00:22:43Z,881443.54
PER_0234,LOC_0091,ASSOCIATED_WITH,,
PH_1098,PH_0623,CALLED,2025-03-26T23:00:45Z,1459
PH_0543,PH_0844,CALLED,2024-03-05T04:17:20Z,2263
ACC_0808,ACC_0877,TRANSACTED_WITH,2025-06-29T12:28:37Z,53175.84
PH_0412,PH_0799,CALLED,2023-08-14T09:27:48Z,2917
PH_0407,PH_0520,CALLED,2024-08-08T15:58:44Z,1602
PER_0966,LOC_0006,ASSOCIATED_WITH,,
ACC_0264,ACC_0409,TRANSACTED_WITH,2023-07-16T18:22:55Z,1813277.1
PER_0112,ORG_0084,ASSOCIATED_WITH,,
CASE_0154,PER_0480,PARTICIPATED_IN,,
PER_0448,ACC_0017,OWNS,,
CASE_0136,PER_0497,PARTICIPATED_IN,,
PER_0365,LOC_0097,ASSOCIATED_WITH,,
PH_0999,PH_0454,CALLED,2024-05-24T03:07:12Z,2834
PER_0634,PH_0920,OWNS,,
ACC_0524,ACC_0940,TRANSACTED_WITH,2024-09-19T13:18:48Z,1443856.22
PH_0207,PH_0596,CALLED,2025-01-04T06:00:55Z,968
PH_0755,PH_0728,CALLED,2023-01-24T19:22:44Z,2298
PH_0599,PH_0828,CALLED,2026-03-20T04:57:29Z,3255
ACC_0554,ACC_0235,TRANSACTED_WITH,2023-06-07T06:07:18Z,2085556.39
PER_0972,ORG_0102,ASSOCIATED_WITH,,
PH_0136,PH_0827,CALLED,2024-08-03T04:21:04Z,1841
PER_0056,LOC_0019,ASSOCIATED_WITH,,
ACC_0070,ACC_0174,TRANSACTED_WITH,2025-11-08T19:51:08Z,1591610.11
PH_1071,PH_0149,CALLED,2026-07-17T09:21:31Z,1198
PER_0665,PH_0510,OWNS,,
ACC_0466,ACC_0221,TRANSACTED_WITH,2025-02-04T07:13:01Z,199364.94
PH_1146,PH_0535,CALLED,2025-11-27T17:32:32Z,2060
ACC_0664,ACC_0746,TRANSACTED_WITH,2026-05-30T02:51:12Z,928072.86
ACC_0990,ACC_0412,TRANSACTED_WITH,2026-05-16T01:42:51Z,1172987.65
PH_0004,PH_1089,CALLED,2024-08-27T17:16:21Z,215
PH_0332,PH_0799,CALLED,2024-09-14T20:36:30Z,3103
PH_0575,PH_0836,CALLED,2026-07-15T02:26:57Z,1055
PH_0490,PH_0515,CALLED,2024-06-13T21:48:33Z,1108
ACC_0568,ACC_0358,TRANSACTED_WITH,2024-09-30T17:32:43Z,2409965.82
PER_0080,LOC_0027,ASSOCIATED_WITH,,
PH_0425,PH_1070,CALLED,2024-11-25T01:09:28Z,2087
PER_0529,LOC_0042,ASSOCIATED_WITH,,
PH_0888,PH_0877,CALLED,2025-01-28T05:50:14Z,542
PH_1161,PH_0694,CALLED,2026-05-29T15:07:10Z,993
PH_0999,PH_1207,CALLED,2024-01-09T17:56:15Z,3010
ACC_0582,ACC_0418,TRANSACTED_WITH,2023-12-21T06:37:43Z,912484.37
CASE_0010,PER_0347,PARTICIPATED_IN,,
ACC_0607,ACC_0770,TRANSACTED_WITH,2023-02-05T20:25:21Z,504300.37
PH_0712,PH_1235,CALLED,2026-01-10T03:47:27Z,706
PER_0942,PH_0104,OWNS,,
PER_0308,LOC_0009,ASSOCIATED_WITH,,
PH_0785,PH_1044,CALLED,2024-03-09T05:42:03Z,136
ACC_0815,ACC_0273,TRANSACTED_WITH,2024-07-29T11:30:00Z,936228.26
PH_0950,PH_0288,CALLED,2025-08-22T03:07:50Z,3048
PER_0824,LOC_0081,ASSOCIATED_WITH,,
PH_0911,PH_0574,CALLED,2024-09-25T23:55:45Z,3015
PER_0075,ACC_0983,OWNS,,
PER_0299,PH_0986,OWNS,,
PH_0550,PH_0746,CALLED,2023-06-30T02:29:06Z,1702
ACC_0219,ACC_0560,TRANSACTED_WITH,2026-07-20T23:17:00Z,139889.63
PER_0065,VEH_0311,OWNS,,
PH_1103,PH_0273,CALLED,2026-07-07T19:10:11Z,2775
PER_0426,LOC_0119,ASSOCIATED_WITH,,
PH_0401,PH_0646,CALLED,2024-10-21T18:54:27Z,1046
PER_0306,ORG_0093,ASSOCIATED_WITH,,
PER_0021,ACC_0119,OWNS,,
PH_1046,PH_0174,CALLED,2024-03-31T16:56:43Z,877
PH_0953,PH_1307,CALLED,2025-11-19T05:55:29Z,1760
PH_0738,PH_0687,CALLED,2025-02-24T11:26:22Z,3340
PH_0799,PH_0982,CALLED,2025-09-05T00:19:36Z,3509
ACC_0867,ACC_0447,TRANSACTED_WITH,2023-10-07T23:40:20Z,2330074.67
PER_0721,ACC_0803,OWNS,,
PER_0769,ACC_0275,OWNS,,
PER_0045,LOC_0010,ASSOCIATED_WITH,,
ACC_0870,ACC_0792,TRANSACTED_WITH,2023-05-28T21:57:35Z,1921121.59
ACC_0509,ACC_0262,TRANSACTED_WITH,2023-07-25T07:15:23Z,1429905.41
PER_0602,LOC_0110,ASSOCIATED_WITH,,
PH_1275,PH_1254,CALLED,2026-03-26T09:15:16Z,2527
PH_0888,PH_1043,CALLED,2025-07-31T23:52:05Z,325
PH_0154,PH_0252,CALLED,2024-10-16T05:27:08Z,3568
PH_0392,PH_0021,CALLED,2026-06-26T11:10:20Z,1040
PER_0157,LOC_0065,ASSOCIATED_WITH,,
PH_1387,PH_1353,CALLED,2025-04-05T00:25:39Z,2409
CASE_0092,PER_0258,PARTICIPATED_IN,,
ACC_0460,ACC_0294,TRANSACTED_WITH,2023-08-06T07:55:57Z,937537.9
ACC_0228,ACC_0283,TRANSACTED_WITH,2023-05-13T08:19:24Z,1132830.73
ACC_0925,ACC_0397,TRANSACTED_WITH,2024-10-06T16:41:58Z,1063643.49
PER_0615,LOC_0116,ASSOCIATED_WITH,,
PER_0500,PH_1302,OWNS,,
PER_0374,LOC_0121,ASSOCIATED_WITH,,
PH_0054,PH_1113,CALLED,2023-09-12T04:43:53Z,3287
PER_0933,PH_0795,OWNS,,
PH_1160,PH_0676,CALLED,2025-07-23T15:35:57Z,97
ACC_0333,ACC_0096,TRANSACTED_WITH,2026-04-21T06:44:21Z,155026.78
PER_0310,ORG_0110,ASSOCIATED_WITH,,
PH_0585,PH_1109,CALLED,2026-02-27T12:45:22Z,1631
PER_0767,LOC_0068,ASSOCIATED_WITH,,
PER_0107,PH_1323,OWNS,,
PER_0124,LOC_0092,ASSOCIATED_WITH,,
PH_0732,PH_0783,CALLED,2024-11-26T15:06:42Z,2833
PER_0816,PH_0230,OWNS,,
PH_0469,PH_0705,CALLED,2024-04-29T17:32:22Z,500
PER_0029,LOC_0080,ASSOCIATED_WITH,,
PH_1361,PH_0271,CALLED,2023-02-23T16:21:11Z,1994
PH_0734,PH_1033,CALLED,2026-01-05T22:23:46Z,2865
PER_0241,PH_0376,OWNS,,
PER_0019,PH_0097,OWNS,,
CASE_0199,PER_0503,PARTICIPATED_IN,,
PH_0861,PH_0547,CALLED,2025-04-04T07:21:11Z,3094
PER_0648,LOC_0124,ASSOCIATED_WITH,,
PER_0496,ORG_0031,ASSOCIATED_WITH,,
PH_0935,PH_0673,CALLED,2025-08-13T21:39:07Z,2512
PER_0702,LOC_0003,ASSOCIATED_WITH,,
PER_0879,ACC_0067,OWNS,,
PER_0624,ORG_0095,ASSOCIATED_WITH,,
PER_0591,PH_0447,OWNS,,
PER_0068,ORG_0099,ASSOCIATED_WITH,,
PH_0446,PH_1157,CALLED,2024-09-30T06:37:34Z,2077
PH_0141,PH_1377,CALLED,2025-07-22T22:56:12Z,3215
ACC_0617,ACC_0603,TRANSACTED_WITH,2023-05-10T13:12:46Z,2103175.34
PER_0728,LOC_0015,ASSOCIATED_WITH,,
PH_0962,PH_0734,CALLED,2023-02-15T16:13:20Z,440
ACC_0126,ACC_0668,TRANSACTED_WITH,2026-05-07T18:19:50Z,2279297.5
CASE_0058,PER_0075,PARTICIPATED_IN,,
ACC_0290,ACC_0187,TRANSACTED_WITH,2025-11-01T20:41:06Z,424027.94
ACC_0534,ACC_1058,TRANSACTED_WITH,2023-03-22T03:26:55Z,311926.68
PH_1056,PH_0880,CALLED,2025-12-15T02:03:20Z,328
PH_0585,PH_1216,CALLED,2023-09-15T18:41:40Z,2635
PER_0178,LOC_0130,ASSOCIATED_WITH,,
PH_1332,PH_0114,CALLED,2024-11-19T14:48:26Z,2087
ACC_0759,ACC_0694,TRANSACTED_WITH,2026-07-19T04:40:44Z,29459.29
PER_0609,LOC_0028,ASSOCIATED_WITH,,
PER_0857,ACC_0866,OWNS,,
PER_0396,PH_0425,OWNS,,
PER_0193,PH_0652,OWNS,,
PH_1075,PH_0017,CALLED,2023-02-11T23:14:30Z,2376
PH_0902,PH_0909,CALLED,2024-03-22T16:35:10Z,337
PH_0171,PH_0618,CALLED,2024-05-19T14:12:51Z,696
PH_1316,PH_1169,CALLED,2023-09-09T03:18:21Z,451
ACC_0219,ACC_1010,TRANSACTED_WITH,2023-12-31T08:51:13Z,2210620.38
CASE_0033,PER_0973,PARTICIPATED_IN,,
PER_0773,ACC_0655,OWNS,,
PER_0772,ACC_0056,OWNS,,
ACC_0084,ACC_0977,TRANSACTED_WITH,2026-01-30T22:29:27Z,90358.57
ACC_1010,ACC_0092,TRANSACTED_WITH,2025-06-02T11:18:41Z,1847449.38
PH_0412,PH_0178,CALLED,2025-10-19T13:44:13Z,1482
PH_0994,PH_1208,CALLED,2025-06-07T03:54:51Z,3322
PER_0016,LOC_0009,ASSOCIATED_WITH,,
PH_0607,PH_0532,CALLED,2024-08-20T23:07:36Z,3075
PH_0735,PH_0452,CALLED,2023-10-06T04:05:56Z,3258
PER_0783,VEH_0721,OWNS,,
ACC_0747,ACC_0562,TRANSACTED_WITH,2024-08-03T01:04:27Z,1050180.23
PH_0844,PH_1258,CALLED,2023-07-06T13:53:34Z,1143
PH_0473,PH_1153,CALLED,2026-06-17T21:15:26Z,3074
PH_0982,PH_0988,CALLED,2023-04-15T03:45:19Z,2129
PH_0943,PH_0210,CALLED,2025-05-30T11:02:47Z,287
PER_0630,ORG_0069,ASSOCIATED_WITH,,
PER_0126,PH_1108,OWNS,,
CASE_0113,PER_0690,PARTICIPATED_IN,,
PH_1300,PH_0043,CALLED,2023-10-22T11:45:51Z,2670
PER_0240,ACC_0639,OWNS,,
PH_0133,PH_0264,CALLED,2025-04-10T16:09:12Z,442
ACC_0273,ACC_1045,TRANSACTED_WITH,2023-02-09T22:21:43Z,1251718.7
PER_0038,LOC_0149,ASSOCIATED_WITH,,
ACC_0125,ACC_1038,TRANSACTED_WITH,2023-11-13T12:12:39Z,1921110.53
PH_0849,PH_0593,CALLED,2023-03-29T22:08:29Z,1090
ACC_0629,ACC_0332,TRANSACTED_WITH,2026-04-13T05:33:28Z,1091973.32
ACC_0458,ACC_0891,TRANSACTED_WITH,2023-08-30T12:01:16Z,1386486.33
PH_0932,PH_0683,CALLED,2023-04-24T09:02:18Z,1007
PER_0408,LOC_0018,ASSOCIATED_WITH,,
PER_0213,PH_0018,OWNS,,
ACC_0246,ACC_1168,TRANSACTED_WITH,2024-03-03T22:19:04Z,988690.95
PH_0728,PH_1186,CALLED,2023-06-13T18:07:25Z,1126
PH_0492,PH_1113,CALLED,2023-11-04T23:54:07Z,1655
PH_0667,PH_0338,CALLED,2024-04-30T09:17:34Z,716
PH_1119,PH_1259,CALLED,2025-06-23T18:43:13Z,2770
PH_0140,PH_0290,CALLED,2023-04-14T02:58:12Z,2698
PH_0989,PH_1362,CALLED,2024-04-02T02:27:25Z,318
PER_0028,ORG_0054,ASSOCIATED_WITH,,
PER_0681,LOC_0114,ASSOCIATED_WITH,,
PH_0562,PH_0814,CALLED,2025-11-02T23:59:46Z,1104
ACC_1023,ACC_1080,TRANSACTED_WITH,2025-06-14T12:07:50Z,1135004.15
PH_1327,PH_0817,CALLED,2023-02-18T20:42:47Z,219
ACC_0580,ACC_0531,TRANSACTED_WITH,2023-04-04T20:38:53Z,1989639.2
ACC_1186,ACC_0178,TRANSACTED_WITH,2025-09-17T01:09:53Z,763074.0
PER_0193,ACC_0943,OWNS,,
ACC_0887,ACC_0288,TRANSACTED_WITH,2025-10-30T09:50:10Z,1592761.52
ACC_0484,ACC_0421,TRANSACTED_WITH,2023-03-30T14:14:59Z,1168911.93
PH_1199,PH_1010,CALLED,2024-05-14T20:39:45Z,919
PH_1277,PH_1327,CALLED,2025-01-15T01:30:58Z,1989
PH_0734,PH_0370,CALLED,2024-10-13T16:49:07Z,10
ACC_0589,ACC_0231,TRANSACTED_WITH,2026-03-03T05:37:52Z,564750.86
PH_0485,PH_0814,CALLED,2023-04-16T17:37:17Z,2679
PER_0700,VEH_0465,OWNS,,
PER_0817,LOC_0059,ASSOCIATED_WITH,,
PER_0463,PH_0653,OWNS,,
PH_1190,PH_1115,CALLED,2024-09-01T19:57:33Z,1809
ACC_0853,ACC_0633,TRANSACTED_WITH,2023-04-08T18:58:56Z,2235074.85
PH_0392,PH_0928,CALLED,2024-08-06T20:09:53Z,354
ACC_0774,ACC_0796,TRANSACTED_WITH,2024-03-18T14:05:55Z,1905780.92
CASE_0169,PER_0633,PARTICIPATED_IN,,
PER_0736,ORG_0077,ASSOCIATED_WITH,,
PER_0839,LOC_0068,ASSOCIATED_WITH,,
PH_0193,PH_0875,CALLED,2025-12-15T16:47:27Z,1194
CASE_0134,PER_0951,PARTICIPATED_IN,,
PER_0051,LOC_0004,ASSOCIATED_WITH,,
ACC_0933,ACC_0381,TRANSACTED_WITH,2025-06-18T13:09:00Z,1170624.36
PER_0161,ACC_0323,OWNS,,
PH_0583,PH_0998,CALLED,2023-08-14T04:59:37Z,1212
PH_0874,PH_0092,CALLED,2024-08-23T11:46:08Z,2362
PER_0094,ACC_0148,OWNS,,
PH_1336,PH_0482,CALLED,2026-06-04T12:46:11Z,1288
CASE_0022,PER_0806,PARTICIPATED_IN,,
ACC_0562,ACC_0086,TRANSACTED_WITH,2023-12-20T21:19:51Z,1848842.11
PH_0972,PH_0122,CALLED,2026-04-08T06:10:44Z,3105
PER_0142,ACC_0268,OWNS,,
ACC_1080,ACC_0178,TRANSACTED_WITH,2024-01-28T13:16:08Z,189587.11
PER_0506,LOC_0142,ASSOCIATED_WITH,,
ACC_1142,ACC_0771,TRANSACTED_WITH,2026-06-22T12:12:47Z,516823.68
PER_0754,LOC_0056,ASSOCIATED_WITH,,
PER_0501,LOC_0122,ASSOCIATED_WITH,,
PH_0883,PH_0610,CALLED,2023-11-19T10:28:58Z,1756
PH_0776,PH_1327,CALLED,2024-08-31T07:27:00Z,690
ACC_0266,ACC_0317,TRANSACTED_WITH,2023-12-31T02:01:32Z,2220547.0
PH_0436,PH_1145,CALLED,2026-04-28T18:24:36Z,921
PH_0478,PH_0753,CALLED,2023-07-19T22:06:51Z,354
PH_0045,PH_0336,CALLED,2023-06-26T11:48:48Z,1852
PER_0987,VEH_0156,OWNS,,
ACC_1142,ACC_0698,TRANSACTED_WITH,2024-06-28T05:38:28Z,1856236.97
PER_0966,PH_0356,OWNS,,
PER_0802,PH_0086,OWNS,,
PER_0200,PH_0581,OWNS,,
PH_0792,PH_0009,CALLED,2026-04-08T20:21:49Z,599
ACC_0190,ACC_0980,TRANSACTED_WITH,2023-05-21T01:05:31Z,1252277.32
ACC_1010,ACC_0638,TRANSACTED_WITH,2025-01-23T10:27:27Z,1182494.27
PH_0442,PH_0233,CALLED,2025-12-30T02:22:33Z,327
ACC_0435,ACC_0378,TRANSACTED_WITH,2024-09-07T11:32:55Z,2389226.87
CASE_0006,PER_0370,PARTICIPATED_IN,,
ACC_0475,ACC_0115,TRANSACTED_WITH,2025-01-28T23:36:53Z,947765.95
PER_0622,LOC_0065,ASSOCIATED_WITH,,
PH_1176,PH_0467,CALLED,2023-04-21T15:45:18Z,3253
PH_1209,PH_0681,CALLED,2024-06-07T10:45:24Z,3050
PER_0799,PH_0034,OWNS,,
PH_0237,PH_0909,CALLED,2026-05-11T12:20:11Z,598
ACC_0970,ACC_0082,TRANSACTED_WITH,2023-06-11T11:05:08Z,757807.2
PER_0366,ACC_0431,OWNS,,
PH_0469,PH_0691,CALLED,2025-11-07T16:33:18Z,2864
ACC_0997,ACC_0799,TRANSACTED_WITH,2025-04-09T22:39:55Z,1500766.45
PH_0378,PH_0506,CALLED,2025-04-09T19:09:23Z,2967
ACC_0107,ACC_0925,TRANSACTED_WITH,2024-09-06T12:04:45Z,1199361.94
ACC_0834,ACC_0287,TRANSACTED_WITH,2024-05-12T15:53:50Z,2201236.41
CASE_0220,PER_0593,PARTICIPATED_IN,,
PH_0722,PH_1158,CALLED,2025-08-11T13:57:23Z,2958
ACC_0984,ACC_0109,TRANSACTED_WITH,2025-03-30T08:47:13Z,1851222.88
ACC_0144,ACC_0923,TRANSACTED_WITH,2023-06-21T08:40:13Z,1919020.78
CASE_0081,PER_0480,PARTICIPATED_IN,,
ACC_0679,ACC_0949,TRANSACTED_WITH,2023-08-25T10:39:07Z,239580.84
PER_0023,PH_1103,OWNS,,
CASE_0212,PER_0010,PARTICIPATED_IN,,
PER_0600,LOC_0100,ASSOCIATED_WITH,,
PH_0719,PH_0196,CALLED,2025-01-07T15:36:10Z,540
PH_1291,PH_0160,CALLED,2026-05-17T19:33:05Z,934
PH_1154,PH_0170,CALLED,2026-07-31T18:26:48Z,3385
PH_1191,PH_0241,CALLED,2026-03-30T05:25:45Z,2586
CASE_0086,PER_0906,PARTICIPATED_IN,,
PER_0871,ACC_0035,OWNS,,
ACC_0958,ACC_0150,TRANSACTED_WITH,2025-04-15T23:48:08Z,1376865.13
CASE_0163,PER_0752,PARTICIPATED_IN,,
PER_0520,ACC_1116,OWNS,,
PER_0456,ACC_0107,OWNS,,
PER_0185,PH_0413,OWNS,,
PH_0691,PH_1268,CALLED,2024-06-30T09:54:20Z,2555
PH_0442,PH_1249,CALLED,2025-02-07T21:52:39Z,997
ACC_0127,ACC_0396,TRANSACTED_WITH,2025-07-18T14:24:21Z,419655.63
PH_1301,PH_1369,CALLED,2026-01-02T23:03:18Z,1087
PER_0590,VEH_0036,OWNS,,
PH_0872,PH_0539,CALLED,2024-07-26T04:16:40Z,470
ACC_0802,ACC_0138,TRANSACTED_WITH,2023-02-16T04:35:03Z,885654.29
CASE_0112,PER_0153,PARTICIPATED_IN,,
PER_0532,ORG_0112,ASSOCIATED_WITH,,
PER_0702,ACC_0773,OWNS,,
CASE_0052,PER_0264,PARTICIPATED_IN,,
PER_0835,ORG_0086,ASSOCIATED_WITH,,
PH_0135,PH_0709,CALLED,2024-05-03T20:27:05Z,2126
PER_0917,PH_0293,OWNS,,
PER_0366,VEH_0082,OWNS,,
PH_0149,PH_0524,CALLED,2023-07-09T21:45:53Z,2230
ACC_0466,ACC_0021,TRANSACTED_WITH,2025-11-16T01:06:09Z,1757732.6
PER_0940,LOC_0023,ASSOCIATED_WITH,,
PH_0245,PH_0496,CALLED,2023-01-17T01:54:04Z,815
CASE_0190,PER_0058,PARTICIPATED_IN,,
PER_0371,ORG_0065,ASSOCIATED_WITH,,
PER_0061,LOC_0115,ASSOCIATED_WITH,,
CASE_0207,PER_0838,PARTICIPATED_IN,,
PH_0055,PH_1334,CALLED,2024-03-10T06:59:13Z,625
PER_0464,LOC_0043,ASSOCIATED_WITH,,
CASE_0030,PER_0511,PARTICIPATED_IN,,
ACC_0314,ACC_0236,TRANSACTED_WITH,2024-09-23T16:47:37Z,2059437.21
PH_0781,PH_0517,CALLED,2024-05-20T16:04:40Z,1074
PER_0101,PH_1300,OWNS,,
ACC_0067,ACC_1068,TRANSACTED_WITH,2023-07-31T19:49:03Z,1837855.86
PER_0789,ORG_0047,ASSOCIATED_WITH,,
ACC_0252,ACC_1052,TRANSACTED_WITH,2025-10-31T10:35:52Z,1050282.62
PH_0174,PH_1139,CALLED,2023-10-18T07:03:08Z,2260
PH_0193,PH_1289,CALLED,2023-03-02T13:47:04Z,1723
PH_1176,PH_0360,CALLED,2026-03-23T08:19:49Z,3200
CASE_0062,PER_0721,PARTICIPATED_IN,,
PH_0647,PH_1080,CALLED,2024-12-22T17:09:55Z,2145
ACC_0886,ACC_0030,TRANSACTED_WITH,2024-01-31T16:08:04Z,48327.01
PH_1325,PH_1303,CALLED,2026-05-02T00:18:36Z,2514
PH_0069,PH_0645,CALLED,2024-02-09T08:41:13Z,232
PH_0797,PH_0497,CALLED,2023-05-08T13:09:40Z,587
PER_0263,PH_0629,OWNS,,
PER_0160,LOC_0140,ASSOCIATED_WITH,,
ACC_1150,ACC_0911,TRANSACTED_WITH,2023-08-24T09:09:52Z,2178776.48
ACC_0052,ACC_0780,TRANSACTED_WITH,2023-04-12T06:51:49Z,1738310.34
ACC_1163,ACC_0831,TRANSACTED_WITH,2026-07-09T08:49:43Z,657881.83
PER_0363,ORG_0107,ASSOCIATED_WITH,,
PER_0307,LOC_0012,ASSOCIATED_WITH,,
ACC_0481,ACC_0499,TRANSACTED_WITH,2023-06-17T23:13:38Z,1303225.26
PH_1234,PH_0137,CALLED,2023-12-31T23:19:17Z,1558
PER_0893,VEH_0602,OWNS,,
PH_1114,PH_0855,CALLED,2025-02-09T05:19:50Z,2593
PER_0165,ACC_0327,OWNS,,
PER_0881,ORG_0047,ASSOCIATED_WITH,,
PER_0488,ACC_0655,OWNS,,
PER_0321,PH_0321,OWNS,,
PH_1293,PH_0178,CALLED,2024-08-02T04:58:02Z,1317
ACC_0451,ACC_0081,TRANSACTED_WITH,2023-01-01T05:25:36Z,1572006.26
PH_0032,PH_0658,CALLED,2023-12-28T09:21:56Z,1463
PH_0147,PH_0629,CALLED,2026-04-24T15:10:44Z,351
ACC_0202,ACC_0291,TRANSACTED_WITH,2024-09-29T01:42:33Z,222524.71
PH_0339,PH_1186,CALLED,2025-06-04T08:06:07Z,1019
PER_0990,LOC_0108,ASSOCIATED_WITH,,
CASE_0135,PER_0787,PARTICIPATED_IN,,
PER_0937,LOC_0127,ASSOCIATED_WITH,,
PH_1155,PH_0612,CALLED,2025-03-12T23:44:47Z,365
PER_0492,LOC_0022,ASSOCIATED_WITH,,
PH_0628,PH_1196,CALLED,2023-09-18T04:37:29Z,2886
ACC_0922,ACC_0165,TRANSACTED_WITH,2023-10-17T05:18:33Z,1214596.99
PER_0551,ACC_0244,OWNS,,
PER_0850,ACC_0156,OWNS,,
PER_0288,LOC_0076,ASSOCIATED_WITH,,
PH_0055,PH_1180,CALLED,2025-04-11T07:42:36Z,242
PER_0860,ACC_0060,OWNS,,
PER_0619,ACC_0220,OWNS,,
PH_0883,PH_1354,CALLED,2024-12-25T15:59:10Z,2106
PH_1257,PH_1399,CALLED,2024-12-03T20:17:18Z,826
PH_0648,PH_0826,CALLED,2026-02-23T14:29:18Z,1276
PER_0797,PH_0745,OWNS,,
PH_1201,PH_0614,CALLED,2025-11-03T06:43:31Z,3003
CASE_0028,PER_0715,PARTICIPATED_IN,,
ACC_0130,ACC_0905,TRANSACTED_WITH,2023-12-06T11:51:36Z,2366483.63
PH_0307,PH_1262,CALLED,2024-05-05T20:54:14Z,1793
PER_0260,LOC_0105,ASSOCIATED_WITH,,
PH_0010,PH_0659,CALLED,2023-07-02T16:52:28Z,2301
PH_0339,PH_0901,CALLED,2024-12-20T19:27:31Z,1719
ACC_1124,ACC_0717,TRANSACTED_WITH,2025-09-06T19:23:07Z,756261.83
PH_1377,PH_0760,CALLED,2023-06-09T11:23:07Z,868
PH_0760,PH_0541,CALLED,2023-11-05T08:52:13Z,2848
PER_0689,ACC_0606,OWNS,,
PH_0250,PH_0814,CALLED,2025-07-27T03:02:54Z,228
PER_0982,PH_0346,OWNS,,
ACC_0223,ACC_0301,TRANSACTED_WITH,2024-08-28T04:26:15Z,591853.69
PER_0020,PH_1148,OWNS,,
PER_0729,PH_1004,OWNS,,
PER_0782,ORG_0118,ASSOCIATED_WITH,,
ACC_0508,ACC_0433,TRANSACTED_WITH,2023-12-26T15:44:27Z,963067.39
PER_0345,LOC_0064,ASSOCIATED_WITH,,
PER_0592,LOC_0076,ASSOCIATED_WITH,,
ACC_0607,ACC_1096,TRANSACTED_WITH,2026-04-23T20:20:57Z,2316212.93
PER_0686,PH_0816,OWNS,,
PH_0468,PH_0644,CALLED,2024-10-04T23:30:02Z,2148
ACC_0830,ACC_0938,TRANSACTED_WITH,2024-11-13T22:38:52Z,2245003.12
ACC_0134,ACC_0327,TRANSACTED_WITH,2024-10-09T19:54:08Z,1171587.86
ACC_1199,ACC_0250,TRANSACTED_WITH,2023-09-11T18:34:06Z,2215210.8
PER_0512,ACC_0501,OWNS,,
PER_0772,LOC_0022,ASSOCIATED_WITH,,
PH_1041,PH_0139,CALLED,2023-03-27T02:43:37Z,620
PER_0598,PH_0285,OWNS,,
ACC_0379,ACC_0636,TRANSACTED_WITH,2024-08-12T15:32:37Z,498694.41
PH_0909,PH_0256,CALLED,2024-02-07T10:01:19Z,2514
PER_0830,ACC_0100,OWNS,,
ACC_0856,ACC_1116,TRANSACTED_WITH,2024-12-07T11:15:31Z,801600.07
PER_0199,LOC_0071,ASSOCIATED_WITH,,
ACC_0394,ACC_0879,TRANSACTED_WITH,2023-06-24T23:48:44Z,2348723.97
PH_0650,PH_0399,CALLED,2023-05-19T00:29:40Z,319
PH_0477,PH_1004,CALLED,2024-01-31T03:59:01Z,741
ACC_0943,ACC_0062,TRANSACTED_WITH,2026-02-28T15:49:59Z,1401172.97
PER_0903,VEH_0685,OWNS,,
ACC_0773,ACC_0247,TRANSACTED_WITH,2023-04-18T14:20:33Z,309419.87
PH_1019,PH_0423,CALLED,2023-08-03T16:48:56Z,2370
PH_0570,PH_0043,CALLED,2025-03-12T09:51:35Z,477
PH_0653,PH_0301,CALLED,2023-04-11T09:33:59Z,3468
PH_0425,PH_0633,CALLED,2024-08-22T10:32:04Z,893
ACC_0829,ACC_0366,TRANSACTED_WITH,2024-01-19T18:22:32Z,1726173.7
PER_0216,PH_1125,OWNS,,
PH_1130,PH_1260,CALLED,2024-12-10T12:57:17Z,3350
PER_0752,LOC_0143,ASSOCIATED_WITH,,
CASE_0234,PER_0498,PARTICIPATED_IN,,
PER_0929,ORG_0047,ASSOCIATED_WITH,,
PH_1154,PH_1105,CALLED,2025-02-28T20:02:21Z,2072
PH_0712,PH_0415,CALLED,2026-06-16T01:55:24Z,2908
PH_1255,PH_0116,CALLED,2023-09-13T21:02:42Z,652
ACC_0768,ACC_0748,TRANSACTED_WITH,2023-12-29T22:47:38Z,1211530.5
ACC_0104,ACC_0358,TRANSACTED_WITH,2025-01-06T06:42:53Z,1178617.53
PER_0632,LOC_0030,ASSOCIATED_WITH,,
ACC_1149,ACC_1135,TRANSACTED_WITH,2025-11-08T09:29:46Z,1281047.61
