person_id,location_id,association_type
PER_0730,LOC_0035,Frequent Hideout
PER_0730,LOC_0102,Residence
PER_0731,LOC_0009,Residence
PER_0731,LOC_0124,Spotted
PER_0731,LOC_0076,Spotted
PER_0732,LOC_0001,Residence
PER_0733,LOC_0100,Residence
PER_0734,LOC_0074,Frequent Hideout
PER_0734,LOC_0092,Meeting Point
PER_0735,LOC_0091,Spotted
PER_0735,LOC_0119,Spotted
PER_0736,LOC_0055,Residence
PER_0737,LOC_0123,Spotted
PER_0737,LOC_0025,Frequent Hideout
PER_0737,LOC_0032,Frequent Hideout
PER_0738,LOC_0071,Meeting Point
PER_0739,LOC_0111,Meeting Point
PER_0740,LOC_0024,Residence
PER_0741,LOC_0053,Spotted
PER_0742,LOC_0076,Spotted
PER_0743,LOC_0128,Spotted
PER_0743,LOC_0094,Meeting Point
PER_0743,LOC_0139,Residence
PER_0744,LOC_0136,Residence
PER_0744,LOC_0135,Meeting Point
PER_0744,LOC_0130,Meeting Point
PER_0745,LOC_0034,Residence
PER_0746,LOC_0147,Meeting Point
PER_0746,LOC_0040,Spotted
PER_0747,LOC_0117,Meeting Point
PER_0748,LOC_0132,Frequent Hideout
PER_0749,LOC_0074,Residence
PER_0749,LOC_0150,Frequent Hideout
PER_0750,LOC_0031,Frequent Hideout
PER_0751,LOC_0048,Frequent Hideout
PER_0752,LOC_0083,Residence
PER_0752,LOC_0068,Meeting Point
PER_0752,LOC_0143,Residence
PER_0753,LOC_0116,Residence
PER_0753,LOC_0053,Spotted
PER_0754,LOC_0135,Meeting Point
PER_0754,LOC_0056,Spotted
PER_0754,LOC_0102,Meeting Point
PER_0755,LOC_0128,Residence
PER_0755,LOC_0066,Meeting Point
PER_0756,LOC_0057,Meeting Point
PER_0757,LOC_0106,Meeting Point
PER_0757,LOC_0091,Residence
PER_0758,LOC_0116,Meeting Point
PER_0759,LOC_0036,Frequent Hideout
PER_0759,LOC_0042,Residence
PER_0759,LOC_0141,Frequent Hideout
PER_0760,LOC_0138,Frequent Hideout
PER_0760,LOC_0033,Meeting Point
PER_0760,LOC_0031,Frequent Hideout
PER_0761,LOC_0143,Meeting Point
PER_0761,LOC_0067,Frequent Hideout
PER_0762,LOC_0067,Frequent Hideout
PER_0762,LOC_0056,Frequent Hideout
PER_0763,LOC_0077,Spotted
PER_0764,LOC_0111,Residence
PER_0764,LOC_0146,Meeting Point
PER_0764,LOC_0043,Meeting Point
PER_0765,LOC_0102,Spotted
PER_0765,LOC_0009,Frequent Hideout
PER_0765,LOC_0070,Residence
PER_0766,LOC_0052,Spotted
PER_0767,LOC_0068,Spotted
PER_0767,LOC_0053,Residence
PER_0767,LOC_0088,Residence
PER_0768,LOC_0080,Residence
PER_0768,LOC_0111,Frequent Hideout
PER_0768,LOC_0090,Spotted
PER_0769,LOC_0031,Residence
PER_0770,LOC_0061,Residence
PER_0770,LOC_0120,Meeting Point
PER_0771,LOC_0005,Frequent Hideout
PER_0771,LOC_0079,Meeting Point
PER_0771,LOC_0144,Spotted
PER_0772,LOC_0136,Meeting Point
PER_0772,LOC_0025,Spotted
PER_0772,LOC_0022,Spotted
PER_0773,LOC_0142,Spotted
PER_0773,LOC_0096,Frequent Hideout
PER_0774,LOC_0064,Meeting Point
PER_0775,LOC_0051,Meeting Point
PER_0775,LOC_0027,Frequent Hideout
PER_0775,LOC_0054,Meeting Point
PER_0776,LOC_0148,Frequent Hideout
PER_0776,LOC_0128,Meeting Point
PER_0777,LOC_0119,Meeting Point
PER_0777,LOC_0110,Meeting Point
PER_0778,LOC_0094,Frequent Hideout
PER_0778,LOC_0146,Spotted
PER_0779,LOC_0109,Spotted
PER_0779,LOC_0019,Residence
PER_0779,LOC_0054,Meeting Point
PER_0780,LOC_0019,Spotted
PER_0780,LOC_0150,Frequent Hideout
PER_0781,LOC_0007,Spotted
PER_0781,LOC_0141,Frequent Hideout
PER_0781,LOC_0140,Meeting Point
PER_0782,LOC_0034,Frequent Hideout
PER_0782,LOC_0050,Residence
PER_0783,LOC_0126,Spotted
PER_0783,LOC_0104,Residence
PER_0783,LOC_0030,Residence
PER_0784,LOC_0020,Residence
PER_0785,LOC_0028,Spotted
PER_0786,LOC_0135,Spotted
PER_0786,LOC_0001,Spotted
PER_0787,LOC_0051,Meeting Point
PER_0788,LOC_0128,Residence
PER_0788,LOC_0041,Spotted
PER_0789,LOC_0004,Meeting Point
PER_0789,LOC_0023,Residence
PER_0789,LOC_0001,Meeting Point
PER_0790,LOC_0118,Spotted
PER_0790,LOC_0005,Residence
PER_0791,LOC_0124,Residence
PER_0791,LOC_0058,Meeting Point
PER_0792,LOC_0147,Meeting Point
PER_0792,LOC_0098,Frequent Hideout
PER_0793,LOC_0116,Residence
PER_0793,LOC_0047,Meeting Point
PER_0794,LOC_0012,Frequent Hideout
PER_0795,LOC_0118,Frequent Hideout
PER_0796,LOC_0079,Frequent Hideout
PER_0796,LOC_0058,Residence
PER_0797,LOC_0131,Meeting Point
PER_0797,LOC_0100,Frequent Hideout
PER_0798,LOC_0093,Residence
PER_0798,LOC_0121,Spotted
PER_0799,LOC_0114,Frequent Hideout
PER_0799,LOC_0051,Meeting Point
PER_0800,LOC_0002,Residence
PER_0800,LOC_0031,Spotted
PER_0801,LOC_0025,Meeting Point
PER_0801,LOC_0120,Frequent Hideout
PER_0802,LOC_0047,Meeting Point
PER_0802,LOC_0106,Spotted
PER_0802,LOC_0002,Meeting Point
PER_0803,LOC_0142,Meeting Point
PER_0803,LOC_0138,Residence
PER_0803,LOC_0141,Residence
PER_0804,LOC_0088,Spotted
PER_0804,LOC_0122,Meeting Point
PER_0804,LOC_0052,Meeting Point
PER_0805,LOC_0076,Meeting Point
PER_0805,LOC_0055,Spotted
PER_0805,LOC_0050,Spotted
PER_0806,LOC_0014,Meeting Point
PER_0806,LOC_0044,Frequent Hideout
PER_0807,LOC_0126,Meeting Point
PER_0808,LOC_0109,Meeting Point
PER_0808,LOC_0090,Spotted
PER_0809,LOC_0086,Meeting Point
PER_0809,LOC_0133,Meeting Point
PER_0809,LOC_0114,Spotted
PER_0810,LOC_0068,Spotted
PER_0810,LOC_0114,Spotted
PER_0810,LOC_0021,Frequent Hideout
PER_0811,LOC_0114,Spotted
PER_0811,LOC_0065,Residence
PER_0812,LOC_0034,Spotted
PER_0812,LOC_0065,Frequent Hideout
PER_0812,LOC_0007,Meeting Point
PER_0813,LOC_0044,Spotted
PER_0813,LOC_0002,Meeting Point
PER_0814,LOC_0059,Spotted
PER_0814,LOC_0067,Residence
PER_0815,LOC_0113,Spotted
PER_0816,LOC_0142,Meeting Point
PER_0816,LOC_0009,Residence
PER_0817,LOC_0059,Frequent Hideout
PER_0817,LOC_0137,Frequent Hideout
PER_0818,LOC_0137,Frequent Hideout
PER_0818,LOC_0096,Frequent Hideout
PER_0818,LOC_0104,Residence
PER_0819,LOC_0105,Meeting Point
PER_0820,LOC_0135,Spotted
PER_0820,LOC_0011,Residence
PER_0821,LOC_0057,Frequent Hideout
PER_0821,LOC_0118,Residence
PER_0822,LOC_0023,Residence
PER_0822,LOC_0091,Meeting Point
PER_0823,LOC_0046,Spotted
PER_0824,LOC_0081,Residence
PER_0825,LOC_0037,Meeting Point
PER_0826,LOC_0133,Meeting Point
PER_0826,LOC_0059,Meeting Point
PER_0827,LOC_0052,Spotted
PER_0828,LOC_0120,Meeting Point
PER_0828,LOC_0072,Spotted
PER_0829,LOC_0101,Frequent Hideout
PER_0829,LOC_0111,Frequent Hideout
PER_0829,LOC_0010,Frequent Hideout
PER_0830,LOC_0051,Meeting Point
PER_0830,LOC_0147,Spotted
PER_0831,LOC_0086,Frequent Hideout
PER_0832,LOC_0148,Spotted
PER_0833,LOC_0014,Residence
PER_0834,LOC_0046,Meeting Point
PER_0835,LOC_0012,Residence
PER_0835,LOC_0124,Spotted
PER_0836,LOC_0101,Spotted
PER_0837,LOC_0068,Meeting Point
PER_0837,LOC_0119,Frequent Hideout
PER_0837,LOC_0122,Frequent Hideout
PER_0838,LOC_0006,Meeting Point
PER_0839,LOC_0068,Spotted
PER_0840,LOC_0083,Meeting Point
PER_0841,LOC_0096,Frequent Hideout
PER_0841,LOC_0070,Spotted
PER_0841,LOC_0122,Residence
PER_0842,LOC_0047,Residence
PER_0842,LOC_0105,Frequent Hideout
PER_0843,LOC_0008,Meeting Point
PER_0843,LOC_0104,Spotted
PER_0844,LOC_0121,Meeting Point
PER_0844,LOC_0016,Residence
PER_0845,LOC_0139,Frequent Hideout
PER_0845,LOC_0031,Frequent Hideout
PER_0845,LOC_0041,Meeting Point
PER_0846,LOC_0056,Residence
PER_0847,LOC_0049,Meeting Point
PER_0848,LOC_0065,Spotted
PER_0848,LOC_0094,Residence
PER_0849,LOC_0054,Meeting Point
PER_0849,LOC_0064,Meeting Point
PER_0849,LOC_0128,Residence
PER_0850,LOC_0130,Meeting Point
PER_0850,LOC_0003,Residence
PER_0851,LOC_0104,Spotted
PER_0852,LOC_0008,Meeting Point
PER_0853,LOC_0011,Residence
PER_0853,LOC_0127,Meeting Point
PER_0854,LOC_0053,Meeting Point
PER_0854,LOC_0138,Spotted
PER_0854,LOC_0078,Frequent Hideout
PER_0855,LOC_0059,Spotted
PER_0856,LOC_0090,Meeting Point
PER_0856,LOC_0119,Spotted
PER_0856,LOC_0055,Spotted
PER_0857,LOC_0002,Frequent Hideout
PER_0857,LOC_0075,Meeting Point
PER_0857,LOC_0068,Frequent Hideout
PER_0858,LOC_0015,Residence
PER_0858,LOC_0003,Meeting Point
PER_0858,LOC_0049,Frequent Hideout
PER_0859,LOC_0100,Residence
PER_0859,LOC_0066,Meeting Point
PER_0859,LOC_0063,Meeting Point
PER_0860,LOC_0133,Spotted
PER_0860,LOC_0084,Spotted
PER_0860,LOC_0129,Spotted
PER_0861,LOC_0142,Spotted
PER_0862,LOC_0056,Frequent Hideout
PER_0862,LOC_0007,Residence
PER_0862,LOC_0052,Meeting Point
PER_0863,LOC_0096,Spotted
PER_0863,LOC_0112,Frequent Hideout
PER_0863,LOC_0002,Meeting Point
PER_0864,LOC_0014,Frequent Hideout
PER_0864,LOC_0032,Frequent Hideout
PER_0864,LOC_0093,Residence
PER_0865,LOC_0103,Meeting Point
PER_0866,LOC_0057,Residence
PER_0867,LOC_0043,Meeting Point
PER_0867,LOC_0063,Spotted
PER_0867,LOC_0092,Spotted
PER_0868,LOC_0063,Residence
PER_0869,LOC_0031,Spotted
PER_0869,LOC_0091,Residence
PER_0870,LOC_0119,Frequent Hideout
PER_0871,LOC_0007,Residence
PER_0872,LOC_0092,Frequent Hideout
PER_0873,LOC_0143,Spotted
PER_0874,LOC_0006,Spotted
PER_0875,LOC_0052,Residence
PER_0876,LOC_0137,Meeting Point
PER_0876,LOC_0036,Frequent Hideout
PER_0876,LOC_0010,Residence
PER_0877,LOC_0136,Residence
PER_0877,LOC_0032,Frequent Hideout
PER_0878,LOC_0089,Spotted
PER_0879,LOC_0074,Spotted
PER_0879,LOC_0115,Meeting Point
PER_0879,LOC_0056,Meeting Point
PER_0880,LOC_0115,Frequent Hideout
PER_0880,LOC_0053,Spotted
PER_0880,LOC_0135,Spotted
PER_0881,LOC_0084,Residence
PER_0881,LOC_0061,Spotted
PER_0881,LOC_0135,Residence
PER_0882,LOC_0041,Frequent Hideout
PER_0882,LOC_0125,Frequent Hideout
PER_0882,LOC_0038,Meeting Point
PER_0883,LOC_0034,Residence
PER_0883,LOC_0091,Spotted
PER_0884,LOC_0093,Spotted
PER_0885,LOC_0120,Residence
PER_0885,LOC_0108,Spotted
PER_0885,LOC_0136,Spotted
PER_0886,LOC_0011,Residence
PER_0886,LOC_0063,Meeting Point
PER_0886,LOC_0014,Spotted
PER_0887,LOC_0068,Meeting Point
PER_0887,LOC_0129,Meeting Point
PER_0888,LOC_0087,Residence
PER_0889,LOC_0076,Spotted
PER_0889,LOC_0132,Residence
PER_0889,LOC_0142,Spotted
PER_0890,LOC_0008,Frequent Hideout
PER_0890,LOC_0131,Spotted
PER_0890,LOC_0147,Spotted
PER_0891,LOC_0075,Frequent Hideout
PER_0891,LOC_0011,Spotted
PER_0892,LOC_0114,Meeting Point
PER_0893,LOC_0093,Frequent Hideout
PER_0893,LOC_0089,Spotted
PER_0893,LOC_0091,Spotted
PER_0894,LOC_0131,Frequent Hideout
PER_0894,LOC_0020,Frequent Hideout
PER_0894,LOC_0016,Meeting Point
PER_0895,LOC_0085,Meeting Point
PER_0895,LOC_0077,Meeting Point
PER_0896,LOC_0128,Spotted
PER_0896,LOC_0127,Frequent Hideout
PER_0896,LOC_0070,Spotted
PER_0897,LOC_0031,Frequent Hideout
PER_0897,LOC_0033,Meeting Point
PER_0898,LOC_0074,Frequent Hideout
PER_0899,LOC_0121,Residence
PER_0899,LOC_0010,Meeting Point
PER_0900,LOC_0073,Spotted
PER_0901,LOC_0073,Spotted
PER_0901,LOC_0141,Meeting Point
PER_0902,LOC_0068,Meeting Point
PER_0902,LOC_0028,Meeting Point
PER_0903,LOC_0051,Spotted
PER_0904,LOC_0126,Frequent Hideout
PER_0904,LOC_0031,Spotted
PER_0905,LOC_0057,Residence
PER_0905,LOC_0088,Frequent Hideout
PER_0906,LOC_0111,Spotted
PER_0906,LOC_0115,Residence
PER_0907,LOC_0078,Frequent Hideout
PER_0907,LOC_0032,Frequent Hideout
PER_0908,LOC_0038,Meeting Point
PER_0908,LOC_0124,Spotted
PER_0909,LOC_0017,Spotted
PER_0910,LOC_0029,Spotted
PER_0910,LOC_0052,Residence
PER_0911,LOC_0013,Spotted
PER_0911,LOC_0015,Spotted
PER_0912,LOC_0087,Frequent Hideout
PER_0912,LOC_0143,Spotted
PER_0913,LOC_0092,Spotted
PER_0913,LOC_0087,Meeting Point
PER_0914,LOC_0032,Meeting Point
PER_0915,LOC_0055,Meeting Point
PER_0915,LOC_0053,Meeting Point
PER_0915,LOC_0096,Meeting Point
PER_0916,LOC_0014,Residence
PER_0916,LOC_0144,Spotted
PER_0916,LOC_0092,Residence
PER_0917,LOC_0129,Meeting Point
PER_0918,LOC_0014,Residence
PER_0918,LOC_0076,Meeting Point
PER_0918,LOC_0052,Residence
PER_0919,LOC_0085,Spotted
PER_0919,LOC_0121,Frequent Hideout
PER_0920,LOC_0149,Meeting Point
PER_0921,LOC_0060,Meeting Point
PER_0921,LOC_0058,Residence
PER_0921,LOC_0101,Frequent Hideout
PER_0922,LOC_0108,Residence
PER_0923,LOC_0148,Spotted
PER_0923,LOC_0133,Residence
PER_0923,LOC_0130,Residence
PER_0924,LOC_0095,Spotted
PER_0925,LOC_0051,Residence
PER_0925,LOC_0021,Spotted
PER_0925,LOC_0024,Frequent Hideout
PER_0926,LOC_0012,Frequent Hideout
PER_0927,LOC_0073,Residence
PER_0927,LOC_0013,Frequent Hideout
PER_0928,LOC_0061,Meeting Point
PER_0928,LOC_0056,Frequent Hideout
PER_0928,LOC_0147,Meeting Point
PER_0929,LOC_0011,Frequent Hideout
PER_0929,LOC_0048,Meeting Point
PER_0929,LOC_0001,Frequent Hideout
PER_0930,LOC_0017,Frequent Hideout
PER_0930,LOC_0144,Spotted
PER_0930,LOC_0137,Spotted
PER_0931,LOC_0134,Meeting Point
PER_0931,LOC_0026,Meeting Point
PER_0932,LOC_0104,Spotted
PER_0932,LOC_0064,Frequent Hideout
PER_0933,LOC_0003,Spotted
PER_0933,LOC_0140,Residence
PER_0933,LOC_0060,Frequent Hideout
PER_0934,LOC_0048,Meeting Point
PER_0934,LOC_0104,Spotted
PER_0935,LOC_0072,Meeting Point
PER_0935,LOC_0039,Spotted
PER_0936,LOC_0008,Meeting Point
PER_0936,LOC_0066,Frequent Hideout
PER_0937,LOC_0043,Meeting Point
PER_0937,LOC_0127,Frequent Hideout
PER_0937,LOC_0112,Meeting Point
PER_0938,LOC_0084,Meeting Point
PER_0938,LOC_0133,Meeting Point
PER_0938,LOC_0024,Spotted
PER_0939,LOC_0146,Spotted
PER_0939,LOC_0044,Meeting Point
PER_0940,LOC_0115,Spotted
PER_0940,LOC_0023,Meeting Point
PER_0940,LOC_0079,Frequent Hideout
PER_0941,LOC_0086,Spotted
PER_0941,LOC_0064,Spotted
PER_0941,LOC_0024,Meeting Point
PER_0942,LOC_0080,Frequent Hideout
PER_0942,LOC_0037,Spotted
PER_0943,LOC_0040,Meeting Point
PER_0944,LOC_0003,Meeting Point
PER_0944,LOC_0143,Spotted
PER_0944,LOC_0145,Meeting Point
PER_0945,LOC_0108,Residence
PER_0945,LOC_0133,Residence
PER_0946,LOC_0138,Frequent Hideout
PER_0946,LOC_0047,Frequent Hideout
PER_0946,LOC_0036,Frequent Hideout
PER_0947,LOC_0099,Meeting Point
PER_0947,LOC_0144,Frequent Hideout
PER_0948,LOC_0014,Frequent Hideout
PER_0949,LOC_0054,Meeting Point
PER_0949,LOC_0059,Spotted
PER_0950,LOC_0100,Residence
PER_0951,LOC_0132,Meeting Point
PER_0952,LOC_0078,Spotted
PER_0952,LOC_0134,Meeting Point
PER_0953,LOC_0063,Spotted
PER_0953,LOC_0014,Spotted
PER_0953,LOC_0068,Meeting Point
PER_0954,LOC_0084,Spotted
PER_0954,LOC_0116,Meeting Point
PER_0954,LOC_0103,Meeting Point
PER_0955,LOC_0001,Spotted
PER_0955,LOC_0014,Residence
PER_0955,LOC_0091,Frequent Hideout
PER_0956,LOC_0123,Spotted
PER_0956,LOC_0109,Spotted
PER_0957,LOC_0068,Frequent Hideout
PER_0957,LOC_0055,Frequent Hideout
PER_0957,LOC_0107,Meeting Point
PER_0958,LOC_0095,Meeting Point
PER_0959,LOC_0066,Meeting Point
PER_0960,LOC_0050,Spotted
PER_0960,LOC_0065,Frequent Hideout
PER_0961,LOC_0016,Spotted
PER_0962,LOC_0023,Meeting Point
PER_0963,LOC_0065,Residence
PER_0963,LOC_0117,Spotted
PER_0964,LOC_0013,Frequent Hideout
PER_0965,LOC_0022,Residence
PER_0965,LOC_0148,Spotted
PER_0966,LOC_0006,Spotted
PER_0966,LOC_0088,Residence
PER_0966,LOC_0105,Frequent Hideout
PER_0967,LOC_0082,Spotted
PER_0968,LOC_0140,Residence
PER_0969,LOC_0068,Frequent Hideout
PER_0969,LOC_0049,Meeting Point
PER_0969,LOC_0048,Meeting Point
PER_0970,LOC_0053,Meeting Point
PER_0970,LOC_0048,Residence
PER_0971,LOC_0033,Frequent Hideout
PER_0971,LOC_0054,Residence
PER_0972,LOC_0103,Residence
PER_0973,LOC_0130,Residence
PER_0973,LOC_0020,Residence
PER_0973,LOC_0126,Spotted
PER_0974,LOC_0033,Residence
PER_0975,LOC_0069,Spotted
PER_0975,LOC_0090,Meeting Point
PER_0975,LOC_0118,Spotted
PER_0976,LOC_0006,Meeting Point
PER_0976,LOC_0086,Residence
PER_0976,LOC_0034,Frequent Hideout
PER_0977,LOC_0110,Residence
PER_0977,LOC_0025,Spotted
PER_0978,LOC_0082,Frequent Hideout
PER_0979,LOC_0080,Residence
PER_0980,LOC_0124,Residence
PER_0980,LOC_0123,Frequent Hideout
PER_0980,LOC_0094,Residence
PER_0981,LOC_0020,Frequent Hideout
PER_0981,LOC_0003,Frequent Hideout
PER_0982,LOC_0103,Meeting Point
PER_0983,LOC_0087,Meeting Point
PER_0983,LOC_0052,Residence
PER_0984,LOC_0115,Frequent Hideout
PER_0984,LOC_0062,Residence
PER_0985,LOC_0063,Frequent Hideout
PER_0985,LOC_0022,Meeting Point
PER_0986,LOC_0064,Frequent Hideout
PER_0986,LOC_0023,Meeting Point
PER_0987,LOC_0106,Meeting Point
PER_0987,LOC_0090,Residence
PER_0988,LOC_0057,Frequent Hideout
PER_0989,LOC_0023,Spotted
PER_0989,LOC_0106,Spotted
PER_0990,LOC_0006,Spotted
PER_0990,LOC_0108,Meeting Point
PER_0990,LOC_0038,Spotted
PER_0991,LOC_0087,Meeting Point
PER_0991,LOC_0039,Meeting Point
PER_0992,LOC_0014,Frequent Hideout
PER_0993,LOC_0122,Frequent Hideout
PER_0993,LOC_0015,Meeting Point
PER_0994,LOC_0081,Residence
PER_0994,LOC_0029,Spotted
PER_0994,LOC_0002,Meeting Point
PER_0995,LOC_0125,Residence
PER_0995,LOC_0011,Spotted
PER_0995,LOC_0110,Meeting Point
PER_0996,LOC_0019,Frequent Hideout
PER_0997,LOC_0134,Residence
PER_0998,LOC_0117,Frequent Hideout
PER_0998,LOC_0052,Frequent Hideout
PER_0999,LOC_0049,Frequent Hideout
PER_0999,LOC_0148,Frequent Hideout
PER_1000,LOC_0095,Spotted
