event_id,event_title,timestamp,location_id,case_id
EVT_0570,Raid/Meeting Event #570,2023-08-24T10:36:07Z,LOC_0024,CASE_0118
EVT_0571,Raid/Meeting Event #571,2023-07-05T22:59:58Z,LOC_0044,CASE_0075
EVT_0572,Raid/Meeting Event #572,2026-04-08T02:50:59Z,LOC_0059,CASE_0095
EVT_0573,Raid/Meeting Event #573,2024-08-28T22:03:03Z,LOC_0109,CASE_0129
EVT_0574,Raid/Meeting Event #574,2025-10-16T17:37:01Z,LOC_0063,CASE_0201
EVT_0575,Raid/Meeting Event #575,2026-02-16T07:41:42Z,LOC_0013,CASE_0056
EVT_0576,Raid/Meeting Event #576,2023-08-27T16:05:37Z,LOC_0090,CASE_0194
EVT_0577,Raid/Meeting Event #577,2023-11-03T09:06:14Z,LOC_0100,CASE_0239
EVT_0578,Raid/Meeting Event #578,2025-06-08T20:20:16Z,LOC_0096,CASE_0184
EVT_0579,Raid/Meeting Event #579,2023-08-13T07:55:08Z,LOC_0093,CASE_0084
EVT_0580,Raid/Meeting Event #580,2025-04-06T11:06:09Z,LOC_0115,CASE_0187
EVT_0581,Raid/Meeting Event #581,2026-02-17T05:20:48Z,LOC_0098,CASE_0126
EVT_0582,Raid/Meeting Event #582,2023-11-18T09:03:23Z,LOC_0082,CASE_0187
EVT_0583,Raid/Meeting Event #583,2023-01-17T08:12:51Z,LOC_0122,CASE_0249
EVT_0584,Raid/Meeting Event #584,2025-05-20T07:06:44Z,LOC_0024,CASE_0192
EVT_0585,Raid/Meeting Event #585,2023-03-28T00:58:58Z,LOC_0128,CASE_0046
EVT_0586,Raid/Meeting Event #586,2025-03-22T19:38:18Z,LOC_0058,CASE_0168
EVT_0587,Raid/Meeting Event #587,2025-07-13T21:38:26Z,LOC_0077,CASE_0208
EVT_0588,Raid/Meeting Event #588,2024-12-17T12:42:34Z,LOC_0099,CASE_0069
EVT_0589,Raid/Meeting Event #589,2026-02-01T20:04:15Z,LOC_0107,CASE_0192
EVT_0590,Raid/Meeting Event #590,2025-11-19T21:39:51Z,LOC_0019,CASE_0047
EVT_0591,Raid/Meeting Event #591,2025-11-22T03:11:29Z,LOC_0097,CASE_0023
EVT_0592,Raid/Meeting Event #592,2024-02-09T08:59:20Z,LOC_0053,CASE_0169
EVT_0593,Raid/Meeting Event #593,2024-09-20T23:09:33Z,LOC_0061,CASE_0028
EVT_0594,Raid/Meeting Event #594,2026-04-12T14:33:43Z,LOC_0147,CASE_0102
EVT_0595,Raid/Meeting Event #595,2023-10-01T11:47:42Z,LOC_0113,CASE_0086
EVT_0596,Raid/Meeting Event #596,2024-09-04T18:38:16Z,LOC_0077,CASE_0066
EVT_0597,Raid/Meeting Event #597,2023-12-13T08:44:36Z,LOC_0149,CASE_0223
EVT_0598,Raid/Meeting Event #598,2026-03-29T19:24:52Z,LOC_0010,CASE_0150
EVT_0599,Raid/Meeting Event #599,2024-05-09T13:26:41Z,LOC_0017,CASE_0162
EVT_0600,Raid/Meeting Event #600,2025-07-29T01:50:19Z,LOC_0087,CASE_0101
