person_id,phone_id,registered_since
PER_0973,PH_0277,2022-06-07
PER_0973,PH_0559,2021-08-26
PER_0974,PH_0225,2022-07-18
PER_0974,PH_0430,2022-08-28
PER_0975,PH_1079,2022-04-10
PER_0975,PH_0027,2022-05-09
PER_0976,PH_0951,2021-11-14
PER_0977,PH_0774,2022-04-10
PER_0977,PH_1008,2023-03-03
PER_0978,PH_1174,2022-05-16
PER_0979,PH_1312,2021-12-13
PER_0979,PH_1309,2023-06-10
PER_0980,PH_1387,2022-06-08
PER_0980,PH_0039,2023-06-27
PER_0981,PH_0288,2023-10-19
PER_0982,PH_0003,2024-01-20
PER_0982,PH_0346,2023-08-17
PER_0983,PH_0554,2023-10-08
PER_0983,PH_0302,2024-06-10
PER_0984,PH_0478,2021-05-20
PER_0985,PH_1087,2024-03-30
PER_0985,PH_1230,2021-08-06
PER_0986,PH_1067,2023-08-07
PER_0986,PH_0575,2024-07-31
PER_0987,PH_0960,2021-10-25
PER_0988,PH_0315,2021-12-20
PER_0988,PH_0084,2021-05-30
PER_0989,PH_1362,2023-01-02
PER_0989,PH_0942,2022-03-20
PER_0990,PH_0943,2023-08-06
PER_0990,PH_0743,2022-07-22
PER_0991,PH_1345,2022-04-25
PER_0992,PH_1052,2022-10-23
PER_0993,PH_1071,2021-11-09
PER_0993,PH_0326,2021-01-06
PER_0994,PH_1242,2022-05-13
PER_0995,PH_1054,2021-06-14
PER_0995,PH_0567,2023-06-06
PER_0996,PH_0326,2023-10-02
PER_0996,PH_0502,2024-04-05
PER_0997,PH_0345,2022-10-29
PER_0998,PH_1317,2022-07-15
PER_0999,PH_1276,2021-09-15
PER_0999,PH_0574,2022-12-15
PER_1000,PH_0985,2023-03-14
PER_1000,PH_0600,2021-11-22
